anime_id,eng_version,Score,Genres,Type,Episodes,Members,Premiered
31564,"Three Leaves, Three Colors",7.12,"Slice of Life, Comedy, School",TV,12,53242,Spring 2016
11339,A-Channel+smile,7.12,"Comedy, School, Seinen, Slice of Life",OVA,2,19951,
3270,IGPX:Immortal Grand Prix,7.12,"Drama, Mecha, Sci-Fi, Shounen, Sports",TV,13,16804,Fall 2005
42364,Re:Zero kara Hajimeru Break Time 2nd Season,7.12,"Adventure, Comedy, Parody, Fantasy",Special,,15835,
11053,Doraemon Movie 32: Nobita to Kiseki no Shima - Animal Adventure,7.11,"Adventure, Comedy, Fantasy, Kids, Shounen",Movie,1,2917,
5163,Code Geass:Lelouch of the Rebellion R2 Picture Dramas,7.11,"Comedy, Ecchi, Slice of Life",Special,9,32426,
39150,Otogi,7.11,Music,Music,4,872,
2947,Ojamajo Doremi Sharp Movie,7.11,"Kids, Magic, Shoujo",Movie,1,3931,
23237,"Love, Chunibyo & Other Delusions:Heart Throb Specials",7.11,Comedy,Special,7,49157,
2677,Doraemon the Movie:Nobita and the Animal Planet,7.11,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,4124,
37292,Fei Ren Zai,7.11,"Slice of Life, Comedy, Supernatural",ONA,48,2055,
38936,Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note - Hakamori to Neko to Majutsushi,7.11,"Fantasy, Mystery, Supernatural",Special,1,42019,
3222,Kiddy Grade: Maelstrom,7.11,"Action, Mecha, Sci-Fi, Super Power",Movie,1,4085,
1835,Megaman Star Force,7.11,"Action, Game, Sci-Fi, Shounen",TV,55,10947,Fall 2006
144,Kanon,7.11,"Drama, Romance, Slice of Life, Supernatural",TV,13,55784,Winter 2002
1066,Shakugan no Shana-tan,7.11,"Comedy, Parody",Special,4,32578,
37304,"K:SEVEN STORIES ""SIDE:GREEN - Overwrite World - """,7.11,"Action, Super Power, Supernatural",Movie,1,14685,
4195,Kodomo no Jikan: Ni Gakki,7.11,"Comedy, Ecchi, School",OVA,3,28558,
15097,Tropical Kiss,7.11,Hentai,OVA,3,20389,
41053,Dorohedoro: Ma no Omake,7.11,"Action, Comedy, Horror, Fantasy, Seinen",Special,6,24518,
5458,Yu☆Gi☆Oh! Duel Monsters: Battle City Special,7.11,"Adventure, Fantasy, Game, Shounen",Special,1,15471,
11441,Rurouni Kenshin:New Kyoto Arc,7.11,"Action, Samurai, Historical, Drama, Shounen",OVA,2,22407,
2452,Space Adventure Cobra:The Movie,7.11,"Action, Adventure, Sci-Fi, Space",Movie,1,7396,
8634,Koisuru Boukun,7.11,"Comedy, Romance, Yaoi",OVA,2,56438,
3939,Kafun Shoujo Chuuihou! The Animation,7.11,Hentai,OVA,4,11477,
1738,Ramen Fighter Miki,7.11,"Action, Comedy, Martial Arts, Parody, Shounen",TV,12,17168,Summer 2006
24727,Baka and Test - Summon the Beasts:Magical Hideyoshi Hideyoshi,7.11,"Comedy, Magic",Special,1,20951,
3219,Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,7.11,"Sci-Fi, Slice of Life, Comedy, School",Special,1,6139,
1140,Origin:Spirits of the Past,7.11,"Adventure, Drama, Fantasy, Romance, Sci-Fi",Movie,1,63565,
4200,Dirty Pair OVA,7.11,"Adventure, Comedy, Police, Sci-Fi",OVA,10,5488,
33713,Outlaw Star,7.11,"Action, Adventure, Comedy, Ecchi, Sci-Fi",Special,2,5291,
5032,Cobra The Animation,7.11,"Action, Adventure, Space, Sci-Fi",TV,13,7116,Winter 2010
4586,I love BuBu ChaCha,7.11,Kids,TV,26,1361,Spring 2001
2333,The Three Musketeers,7.11,"Adventure, Drama, Historical, Romance",TV,52,3888,Fall 1987
21521,Futa-bu!,7.11,"Hentai, School, Yuri",OVA,2,21565,
2745,Hell Teacher Nube,7.11,"Action, Supernatural, Comedy, School, Demons, Horror, Shounen",OVA,3,2519,
14829,Fate/Kaleid Liner Prisma Illya,7.11,"Action, Comedy, Magic, Fantasy",TV,10,213640,Summer 2013
5200,Offside (TV),7.11,"Action, Sports, Drama",TV,39,2614,Spring 2001
25389,Dragon Ball Z:Resurrection 'F',7.11,"Action, Adventure, Comedy, Super Power, Martial Arts, Fantasy, Shounen",Movie,1,120580,
566,Birdy the Mighty,7.11,"Action, Comedy, Sci-Fi, Shounen",OVA,4,24973,
478,Aquarion,7.11,"Action, Mecha, Romance, Super Power, Supernatural, Sci-Fi",TV,26,66799,Spring 2005
10397,Mashiroiro Symphony:The Color of Lovers,7.11,"Harem, Drama, Romance, School",TV,12,130036,Fall 2011
42106,Jiang Ziya,7.11,"Action, Adventure, Fantasy",Movie,1,3570,
32153,Puella Magi Madoka Magica Concept Movie,7.11,"Drama, Magic, Psychological, Thriller",Movie,1,21001,
32094,Reikenzan: Hoshikuzu-tachi no Utage,7.11,"Comedy, Magic, Fantasy",TV,12,77012,Winter 2016
11021,Muv-Luv Alternative:Total Eclipse,7.11,"Action, Military, Sci-Fi, Mecha",TV,24,80484,Summer 2012
32013,Please tell me! Galko-chan,7.11,"Slice of Life, Comedy, School",TV,12,136467,Winter 2016
3738,Usavich II,7.11,"Adventure, Comedy",TV,13,4376,Fall 2007
2747,Astro Boy,7.11,"Action, Sci-Fi, Adventure, Drama, Mecha, Shounen",TV,193,9332,Winter 1963
1371,Bird of Fire,7.11,"Sci-Fi, Adventure, Historical, Supernatural, Drama",TV,13,7419,Spring 2004
42187,Wu Shang Shen Di,7.11,"Action, Adventure, Supernatural, Magic",ONA,64,949,
37902,One Piece:Episode of Skypiea,7.11,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen",Special,1,17923,
12221,Precure All Stars Movie New Stage: Mirai no Tomodachi,7.11,"Fantasy, Magic, Shoujo",Movie,1,4428,
2123,Digimon X-Evolution,7.11,"Action, Adventure, Fantasy, Sci-Fi",Movie,1,17998,
3727,Doraemon the Movie:Nobita's Dinosaur,7.1,"Adventure, Comedy",Movie,1,4848,
16051,Ro-Kyu-Bu! SS,7.1,"Comedy, Ecchi, School, Sports",TV,12,32693,Summer 2013
54,Appleseed (Movie),7.1,"Action, Military, Sci-Fi, Police, Drama, Mecha, Shounen",Movie,1,65139,
3670,Genesis Climber Mospeada,7.1,"Action, Mecha, Military",TV,25,7277,Fall 1983
10647,Ao no Exorcist: Ura Ex,7.1,"Action, Fantasy, Supernatural, Shounen",Special,10,74025,
37451,Boogiepop and Others,7.1,"Psychological, Mystery, Horror",TV,18,167010,Winter 2019
13171,Li'l Spider Girl,7.1,"Comedy, Supernatural",Movie,1,29681,
34389,Koro Sensei Quest!,7.1,"Comedy, Magic, Shounen",ONA,12,36491,
10321,Uta no Prince Sama,7.1,"Harem, Music, Comedy, Romance, School, Shoujo",TV,13,167818,Summer 2011
11321,Nee Summer!,7.1,Hentai,OVA,2,20998,
4056,Masuda Kousuke Gekijou Gag Manga Biyori 3,7.1,Comedy,TV,12,2433,Spring 2008
10456,Horizon in the Middle of Nowhere,7.1,"Action, Sci-Fi, Fantasy",TV,13,153993,Fall 2011
42603,My Hero Academia:Make It! Do-or-Die Survival Training,7.1,"Action, Shounen, Super Power",ONA,2,83875,
992,Dual! Parallel Trouble Adventure,7.1,"Action, Sci-Fi, Harem, Comedy, Mecha, Shounen",TV,13,15242,Spring 1999
44221,Be My Wife,7.1,"Action, Comedy, Drama, Romance, Martial Arts, Fantasy",ONA,12,2138,
17717,Mobile Suit Gundam: The 08th MS Team - A Battle with the Third Dimension,7.1,"Action, Mecha, Military",Special,1,7390,
4926,Marco: Haha wo Tazunete Sanzenri,7.1,"Adventure, Drama",Movie,1,2044,
459,One Piece Movie 1,7.1,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen",Movie,1,82437,
6361,ef: A Tale of Memories. - Prologue,7.1,"Drama, Music",Special,1,27711,
35960,Kud Wafter,7.1,"Comedy, Romance, School",Movie,1,14478,
8769,OreImo,7.1,"Slice of Life, Comedy",TV,12,565710,Fall 2010
961,Virtua Fighter,7.1,"Action, Adventure, Martial Arts, Comedy, Shounen",TV,35,7906,Fall 1995
35752,Otsukimi Recital,7.1,"Music, Psychological",Music,1,3720,
30014,momokuri,7.1,"Comedy, Romance, Slice of Life",ONA,26,71789,
609,Saikano:Another Love Song,7.1,"Drama, Romance, Sci-Fi",OVA,2,15998,
34607,Lostorage Conflated WIXOSS,7.1,"Game, Psychological",TV,12,25416,Spring 2018
18693,Tenioha!: Onnanoko datte Honto wa Ecchi da yo?,7.1,Hentai,OVA,2,10353,
38383,Dropkick On My Devil! Episode 12,7.1,"Comedy, Supernatural",ONA,1,19119,
1619,Negima!? Haru Special!?,7.1,"Ecchi, Fantasy, Magic, Comedy, Harem, Romance, Super Power, Shounen",OVA,1,18015,
37579,Ms. vampire who lives in my neighborhood.,7.1,"Comedy, Shoujo Ai, Slice of Life, Supernatural, Vampire",TV,12,77129,Fall 2018
4358,Lover-in-Law,7.1,Hentai,OVA,2,16826,
2907,Cyborg Kuro-chan,7.1,"Comedy, Sci-Fi",TV,66,6271,Fall 1999
32899,"Kiss Him, Not Me!",7.1,"Harem, Comedy, Romance, School, Shoujo",TV,12,291969,Fall 2016
20035,Toaru Majutsu no Index-tan Movie: Endymion no Kiseki - Ga Attari Nakattari,7.1,"Action, Magic, Sci-Fi, Super Power",Special,1,20454,
442,Naruto the Movie:Ninja Clash in the Land of Snow,7.1,"Adventure, Comedy, Historical, Supernatural, Drama, Shounen",Movie,1,215046,
9200,Dae Jang Geum: Jang Geum's Dream 2,7.1,"Adventure, Comedy, Historical",TV,26,1251,Spring 2007
37204,Aikatsu Friends!,7.1,"Music, Slice of Life, School, Shoujo",TV,50,8663,Spring 2018
568,Bubblegum Crisis Tokyo 2040,7.1,"Adventure, Mecha, Sci-Fi, Shounen",TV,26,30766,Fall 1998
21851,Tesagure! Bukatsumono Encore,7.1,"Parody, School, Slice of Life",TV,12,4035,Winter 2014
38034,Tiny Evil,7.1,"Hentai, Supernatural",OVA,4,10915,
5397,Usavich III,7.1,Comedy,TV,13,3973,Fall 2008
36625,Ajin 2nd Season OVA,7.1,"Action, Mystery, Horror, Supernatural, Seinen",OVA,1,10653,
911,Zatch Bell Movie 2,7.1,"Adventure, Shounen, Supernatural",Movie,1,5833,
33036,The Moment You Fall in Love,7.1,"Comedy, Drama, Romance, School",Movie,1,73273,
35044,Tu Bian Ying Xiong Leaf,7.1,"Comedy, Super Power",ONA,12,23198,
35936,Imouto Bitch ni Shiboraretai,7.1,Hentai,OVA,2,14430,
41409,The God of War Dominates,7.1,"Action, Historical, Drama, Martial Arts, Fantasy",ONA,160,1338,
34176,Zero kara Hajimeru Mahou no Sho,7.1,"Action, Adventure, Magic, Fantasy",TV,12,201601,Spring 2017
4763,Beautiful Sisters,7.09,"Hentai, Romance",OVA,2,7592,
8120,Gotou ni Naritai.,7.09,"Slice of Life, School, Drama",Movie,1,2140,
872,Tweeny Witches,7.09,"Adventure, Comedy, Fantasy, Magic",TV,40,25235,Spring 2004
43568,Hakumei no Tsubasa: Expansion - Hoshi no Matsuri,7.09,"Kids, Fantasy",ONA,1,3160,
4071,Black Jack (TV): Hizouban Specials,7.09,Adventure,Special,2,2567,
2151,Wonderful Adventures of Nils,7.09,"Kids, Adventure, Fantasy",TV,52,4858,Winter 1980
3121,Kodomo no Jikan OVA,7.09,"Comedy, Ecchi, School",OVA,3,27427,
35566,Koe no Katachi Specials,7.09,Music,Special,2,17587,
2489,Onegai My Melody,7.09,"Comedy, Magic, Fantasy",TV,52,8725,Spring 2005
40044,Doraemon the Movie 2020:Nobita's New Dinosaur,7.09,"Sci-Fi, Adventure, Comedy, Kids, Shounen",Movie,1,1553,
3218,Gensoumaden Saiyuuki OVA,7.09,"Adventure, Shounen, Supernatural",OVA,2,4497,
40661,Jashin-chan Dropkick': Chitose-hen,7.09,"Comedy, Supernatural",Special,1,6747,
30290,Fw:Hamatora,7.09,"Mystery, Comedy, Super Power",Movie,1,7544,
14027,Haganai:A Round-Robin Story's Ending Is Way Extreme,7.09,"Harem, Slice of Life, Comedy, Romance, School",OVA,1,97293,
6959,GA: Geijutsuka Art Design Class: Aozora ga Kakitai,7.09,"Slice of Life, Comedy, School, Seinen",OVA,1,4238,
1564,Pokemon:Advanced,7.09,"Action, Adventure, Comedy, Kids, Fantasy",TV,192,139284,Fall 2002
23619,Haiyore! Nyaruko-san W OVA,7.09,"Comedy, Ecchi, Parody",OVA,1,28832,
1118,Pokemon 3:The Movie,7.09,"Action, Adventure, Comedy, Kids, Drama, Fantasy",Movie,1,136843,
1931,Pretty Cure Max Heart:Friends of the Snow-Laden Sky,7.09,"Fantasy, Magic, Comedy, Shoujo",Movie,1,4966,
1016,Battle Angel Alita,7.09,"Drama, Mecha, Sci-Fi, Shounen",OVA,2,45987,
1413,Lupin III: Alcatraz Connection,7.09,"Action, Adventure, Comedy, Seinen",Special,1,5763,
31588,All Out!!,7.09,"School, Seinen, Sports",TV,25,89453,Fall 2016
2664,Doraemon the Movie:Nobita's Great Adventure in the South Seas,7.09,"Adventure, Comedy, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,3994,
6203,Whispered Words,7.09,"Comedy, Romance, School, Shoujo Ai",TV,13,58576,Fall 2009
1901,They Were Eleven,7.09,"Action, Sci-Fi, Adventure, Mystery, Space, Drama, Romance, Shoujo",Movie,1,8505,
1110,Mermaid Melody Pichi Pichi Pitch Pure,7.09,"Adventure, Music, Comedy, Magic, Romance, Shoujo",TV,39,33784,Spring 2004
35028,Baka Dakedo Chinchin Shaburu no dake wa Jouzu na Chii-chan♡,7.09,Hentai,OVA,2,10524,
32030,MEMORiES MELODiES,7.09,Music,Music,1,2547,
9907,Bokura no Live Kimi to no Life,7.09,Music,Music,1,17429,
11783,Dog Days',7.09,"Action, Adventure, Magic, Fantasy",TV,13,89348,Summer 2012
21563,Kamigami no Asobi,7.09,"Harem, Supernatural, Romance, Fantasy, Shoujo",TV,12,116969,Spring 2014
37447,Le Cirque de Karakuri,7.09,"Action, Adventure, Mystery, Drama, Shounen",TV,36,80469,Fall 2018
34747,Meikoku Gakuen: Jutai-hen,7.09,Hentai,OVA,2,7439,
2264,Jungle Emperor Leo,7.09,"Adventure, Fantasy",Movie,1,3354,
10336,"Last Exile:Fam, the Silver Wing",7.09,"Action, Adventure, Sci-Fi",TV,21,39500,Fall 2011
39085,Aikagi The Animation,7.09,Hentai,OVA,1,6775,
7861,Lady Oscar Special,7.09,"Historical, Drama, Shoujo",Special,1,2972,
5978,Kannagi: Moshimo Kannagi ga Attara...,7.09,"Comedy, School, Shounen, Supernatural",Special,1,29260,
1601,Red Garden,7.09,"Drama, Mystery",TV,22,38752,Fall 2006
12175,"Love, Election and Chocolate",7.09,"Drama, Romance, School",TV,12,184264,Summer 2012
36553,Yinhun x He Wei Dao,7.09,Comedy,ONA,3,5573,
79,Shuffle!,7.09,"Harem, Comedy, Drama, Magic, Romance, Ecchi, Fantasy, School, Seinen",TV,24,240751,Summer 2005
38220,Ze Tian Ji 4th Season,7.09,"Action, Adventure, Fantasy",ONA,12,1504,
729,Sunny Ryoko,7.09,"Comedy, Romance, School, Shoujo, Sports",TV,48,3571,Spring 1987
3614,Ryoko's Case File,7.09,"Mystery, Police, Supernatural",TV,13,15747,Summer 2008
6098,At The Mercy of The Sky,7.09,"Slice of Life, Comedy, Romance, School, Seinen",TV,12,38230,Summer 2009
20973,World Conquest Zvezda Plot,7.09,"Action, Comedy, Fantasy",TV,12,119408,Winter 2014
32801,Is It Wrong to Try to Pick Up Girls in a Dungeon?:Is It Wrong to Expect a Hot Spring in a Dungeon?,7.09,"Action, Adventure, Comedy, Fantasy, Romance",OVA,1,129039,
5267,Adventure of Gamba,7.09,"Adventure, Kids, Thriller",TV,26,2616,Spring 1975
29807,Honoo no Haramase Paidol My★Star Gakuen Z The Animation,7.09,Hentai,OVA,1,6054,
33589,ViVid Strike!,7.09,"Action, Drama, Magic, Martial Arts",TV,12,55530,Fall 2016
1429,Lupin III: Nusumareta Lupin,7.09,"Action, Adventure, Mystery, Comedy, Seinen",Special,1,4661,
6567,Urusei Yatsura: The Shougaibutsu Suieitaikai,7.09,"Action, Sci-Fi, Comedy, Romance, School",Special,1,3775,
33299,Magic-Kyun! Renaissance,7.08,"Music, Magic, Romance, School",TV,13,38728,Fall 2016
6379,Kyou no 5 no 2 (TV): Takarabako,7.08,"Comedy, Ecchi, School, Seinen",OVA,1,7658,
1264,Ronin Warriors,7.08,"Adventure, Samurai, Sci-Fi, Shounen",TV,39,15621,Spring 1988
32553,Nisekoi: OVA,7.08,"Harem, Comedy, Parody, Magic, Romance, Shounen",OVA,2,68272,
26165,Yurikuma Arashi,7.08,"Psychological, Drama, Fantasy, School, Seinen, Shoujo Ai",TV,12,84385,Winter 2015
493,Armitage III: Poly-Matrix,7.08,"Action, Military, Sci-Fi, Adventure, Police, Romance, Mecha",Movie,1,12414,
9346,Battle Spirits: Brave,7.08,"Game, Military, Sci-Fi, Adventure, Demons",TV,50,2994,Fall 2010
24171,Mushibugyou OVA,7.08,"Action, Historical, Super Power, Ecchi, Martial Arts, Samurai, Fantasy, Shounen",OVA,3,6723,
40336,Love x Holic: Miwaku no Otome to Hakudaku Kankei - The Animation,7.08,"Hentai, Demons, Supernatural, Fantasy",OVA,2,3959,
5279,Sekirei: Hajimete no Otsukai,7.08,Comedy,Special,1,47386,
1920,Urusei Yatsura Movie 1: Only You,7.08,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi",Movie,1,7457,
4162,You're Under Arrest:Diverting Traffic at the Beach,7.08,"Action, Police, Comedy, Seinen",Special,1,3974,
1588,Venus to Mamoru!,7.08,"Comedy, Romance, School",TV,24,23547,Fall 2006
31884,Maho Girls Precure!,7.08,"Action, Slice of Life, Magic, Fantasy, School, Shoujo",TV,50,9476,Winter 2016
9159,Kaibutsu Oujo (OVA),7.08,"Action, Comedy, Horror, Supernatural, Shounen",OVA,3,11586,
17917,Danball Senki Wars,7.08,"Action, Kids, Mecha",TV,37,3680,Spring 2013
917,Riding Bean,7.08,"Action, Cars, Police, Seinen",OVA,1,15110,
33031,Scorching Ping Pong Girls,7.08,Sports,TV,12,35854,Fall 2016
3067,Farewell to Space Battleship Yamato:In the Name of Love,7.08,"Action, Military, Sci-Fi, Space, Drama",Movie,1,3289,
8909,Tales of Symphonia The Animation: Tethe'alla-hen Specials,7.08,Comedy,Special,4,6905,
2950,Doubutsu no Mori,7.08,"Kids, Slice of Life",Movie,1,20792,
2109,Rockman.EXE Stream,7.08,"Action, Adventure, Game, Mecha, School, Sci-Fi, Shounen",TV,51,7712,Fall 2004
38653,Dragon Ball Super: Broly - Skytree Super,7.08,"Action, Comedy, Shounen",Special,1,10680,
5196,Aria The Origination Picture Drama,7.08,"Sci-Fi, Slice of Life, Fantasy, Shounen",Special,7,9768,
2937,Bishoujo Senshi Sailor Moon R: Make Up! Sailor Senshi,7.08,Shoujo,Special,1,14482,
40906,Dragon Quest: Dai no Daibouken (2020),7.08,"Action, Adventure, Fantasy, Shounen",TV,,40668,Fall 2020
1886,Fushigiboshi no☆Futagohime Gyu!,7.08,"Magic, Comedy, Shoujo",TV,52,4396,Spring 2006
36950,Yuragi-sou no Yuuna-san OVA,7.08,"Harem, Comedy, Supernatural, Romance, Ecchi, Shounen",OVA,4,38700,
34540,Pokémon the Movie:I Choose You!,7.08,"Action, Adventure, Comedy, Kids",Movie,1,35205,
37449,Strike the Blood III,7.08,"Action, Harem, Supernatural, Ecchi, Vampire, Fantasy",OVA,10,74950,
33511,Koro-sensei Q!,7.08,"Comedy, Shounen",Movie,1,30921,
7066,Mahoromatic:I'm Home!,7.08,"Sci-Fi, Comedy, Romance, Ecchi",Special,2,8252,
31737,The Asterisk War Season 2,7.08,"Sci-Fi, Harem, Comedy, Supernatural, Romance, Ecchi, Fantasy, School",TV,12,316957,Spring 2016
7654,Tokyo Magnitude 8.0 Recap,7.08,Drama,Special,1,7183,
31680,Super Lovers,7.08,"Slice of Life, Comedy, Drama, Romance, Shounen Ai",TV,10,103020,Spring 2016
20649,Kimi no Iru Machi OVA,7.08,"Slice of Life, Drama, Romance, Shounen",OVA,2,16338,
19051,Imouto Paradise! 2,7.08,Hentai,OVA,2,13273,
1796,Dirty Pair:Project Eden,7.08,"Action, Sci-Fi, Adventure, Comedy, Police",Movie,1,6804,
37815,Niizuma Koyomi The Animation,7.08,Hentai,OVA,1,3861,
3305,Muteki Koujin Daitarn 3,7.08,"Mecha, Sci-Fi",TV,40,2615,Summer 1978
30307,Monster Musume:Everyday Life with Monster Girls,7.08,"Harem, Comedy, Romance, Ecchi, Fantasy, Seinen",TV,12,539332,Summer 2015
40483,Seton Academy:Join the Pack!,7.08,"Comedy, School",TV,12,125231,Winter 2020
831,A Little Snow Fairy Sugar,7.08,"Comedy, Fantasy, Slice of Life",TV,24,20179,Fall 2001
395,Gantz:Second Stage,7.08,"Action, Sci-Fi, Horror, Psychological, Supernatural, Drama, Ecchi",TV,13,135793,Summer 2004
21603,MEKAKUCITY ACTORS,7.08,"Sci-Fi, Comedy, Super Power, Supernatural, Romance",TV,12,373894,Spring 2014
732,Vampire Hunter D,7.08,"Action, Sci-Fi, Horror, Supernatural, Vampire",Movie,1,64755,
393,Escaflowne:A Girl in Gaea,7.08,"Adventure, Drama, Fantasy, Mecha, Romance, Sci-Fi, Shoujo",Movie,1,57663,
2331,Ulysses 31,7.08,"Action, Adventure, Sci-Fi, Space",TV,26,4362,Fall 1981
2170,Sousei no Aquarion OVA,7.08,"Action, Mecha, Romance, Sci-Fi, Super Power, Supernatural",OVA,2,9807,
33730,Chain Chronicle:The Light of Haecceitas Part 3,7.08,"Action, Adventure, Fantasy, Magic, Shounen",Movie,1,12392,
5691,Flame of Recca:Final Burning,7.07,"Action, Adventure, Magic, Martial Arts, School, Sci-Fi, Super Power",Special,1,5912,
32829,Ninja Girl & Samurai Master,7.07,"Comedy, Historical",TV,26,19224,Fall 2016
3437,Mister Ajikko,7.07,"Comedy, Shounen",TV,99,3715,Fall 1987
36475,Sword Art Online Alternative: Gun Gale Online,7.07,"Action, Fantasy, Game, Military, Sci-Fi",TV,12,421918,Spring 2018
38292,MFKZ,7.07,"Action, Psychological, Sci-Fi, Super Power",Movie,1,12247,
2658,Doraemon the Movie:The Record of Nobita's Parallel Visit to the West,7.07,"Adventure, Fantasy, Kids, Sci-Fi, Shounen",Movie,1,2940,
42985,Ling Cage,7.07,"Action, Sci-Fi, Horror, Demons, Drama, Thriller",ONA,1,402,
760,TenjhoTenge:The Past Chapter,7.07,"Adventure, Drama, Martial Arts, Romance, Shounen, Supernatural",Movie,1,20134,
11761,Medaka Box,7.07,"Action, Comedy, Ecchi, Martial Arts, School, Shounen, Super Power",TV,12,203806,Spring 2012
1329,Rail of the Star:A True Story of Children,7.07,"Historical, Drama",Movie,1,2774,
12695,Tight-rope,7.07,"Romance, Shounen Ai",OVA,2,38770,
2199,Ringing Bell,7.07,"Adventure, Drama, Fantasy",Movie,1,9114,
41353,The God of High School,7.07,"Action, Sci-Fi, Adventure, Comedy, Supernatural, Martial Arts, Fantasy",TV,13,480227,Summer 2020
7261,Mameshiba,7.07,Comedy,Special,24,4655,
1138,Medabots,7.07,"Adventure, Comedy, Sci-Fi, Shounen",TV,52,47776,Summer 1999
37983,Nekopara: Koneko no Hi no Yakusoku,7.07,"Comedy, Romance",ONA,1,24468,
37302,Kemurikusa (TV),7.07,"Fantasy, Sci-Fi",TV,12,23522,Winter 2019
553,Descendants of Darkness,7.07,"Comedy, Drama, Fantasy, Horror, Magic, Shoujo, Shounen Ai, Vampire",TV,13,47815,Fall 2000
5220,Shangri-La,7.07,"Action, Drama, Sci-Fi",TV,24,52205,Spring 2009
31368,Grisaia no Rakuen Specials,7.07,Ecchi,Special,5,46354,
3455,To LOVE Ru,7.07,"Sci-Fi, Harem, Comedy, Romance, Ecchi, School, Shounen",TV,26,483606,Spring 2008
11785,Nyaruko:Crawling With Love!,7.07,"Sci-Fi, Comedy, Parody",TV,12,284937,Spring 2012
38489,The Wind Guardians,7.07,"Action, Adventure, Comedy, Historical, Super Power, Demons, Drama, Fantasy",Movie,1,830,
13183,Fate/Zero Remix,7.07,"Action, Fantasy, Supernatural",Special,2,19788,
1652,Star Blazers:The Bolar Wars,7.07,"Action, Military, Sci-Fi, Adventure, Space, Drama",TV,25,4720,Fall 1980
1493,Project ARMS:The 2nd Chapter,7.07,"Action, Fantasy, Martial Arts, Super Power, School",TV,26,4955,Fall 2001
4156,Ichigo Mashimaro Episode 0,7.07,Comedy,Special,1,12577,
34963,Yarimoku Beach ni Shuugakuryokou de!! The Animation,7.07,Hentai,OVA,1,8600,
16434,Penguin's Memory: Shiawase Monogatari,7.07,"Drama, Military, Seinen",Movie,1,2555,
33729,Chain Chronicle:The Light of Haecceitas Part 2,7.07,"Action, Adventure, Fantasy, Magic, Shounen",Movie,1,13436,
22071,Mikakunin de Shinkoukei: Mite. Are ga Watashitachi no Tomatteiru Ryokan yo.,7.07,"Comedy, Romance, Slice of Life",Special,1,36557,
1602,Strain:Strategic Armored Infantry,7.07,"Drama, Ecchi, Mecha, Military, Sci-Fi, Space",TV,13,19978,Fall 2006
1554,Living for the Day After Tomorrow,7.07,"Supernatural, Drama",TV,12,21891,Fall 2006
1555,Tokimeki Memorial,7.07,"Comedy, Harem, Romance, School",TV,25,32936,Fall 2006
1516,Kirarin Revolution,7.07,"Comedy, Drama, Romance, Shoujo",TV,153,24967,Spring 2006
432,Iria:Zeiram The Animation,7.07,"Action, Adventure, Space, Sci-Fi",OVA,6,18690,
21925,Chichiiro Toiki,7.07,Hentai,OVA,2,11083,
1414,Lupin III: Tenshi no Tactics - Yume no Kakera wa Koroshi no Kaori,7.07,"Action, Adventure, Mystery, Comedy, Seinen",Special,1,5182,
3138,"Solty Rei: Surechigau Kimochi de, Omoi Au Kokoro de.",7.07,"Comedy, Drama",Special,1,3466,
1944,Photon:The Idiot Adventures,7.07,"Action, Adventure, Comedy, Drama, Ecchi, Mecha, Romance, Sci-Fi",OVA,6,12060,
2931,Mokke,7.07,"Slice of Life, Supernatural, Mystery",TV,24,12796,Fall 2007
27899,Tokyo Ghoul √A,7.07,"Action, Mystery, Horror, Psychological, Supernatural, Drama, Seinen",TV,12,1226168,Winter 2015
21085,Witch Craft Works,7.07,"Action, Fantasy, Magic, Seinen, Supernatural",TV,12,238744,Winter 2014
10504,Gosick: Utsukushiki Kaibutsu wa Konton no Sen wo Shimiru,7.07,"Mystery, Historical, Shounen",Special,1,13677,
629,Magic User's Club OVA,7.07,"Sci-Fi, Comedy, Magic, Romance, Fantasy",OVA,6,7354,
34106,RIN-NE,7.07,"Comedy, Supernatural, Romance, School, Shounen",TV,25,18691,Spring 2017
30243,Gakuen de Jikan yo Tomare,7.07,Hentai,OVA,4,16517,
8110,Fukubiki! Triangle: Miharu After,7.07,Hentai,OVA,2,14550,
36173,DUNE feat. Hatsune Miku,7.07,Music,Music,1,2042,
1417,Lupin III:Dragon of Doom,7.07,"Action, Adventure, Mystery, Comedy, Seinen",Special,1,6231,
876,Street Fighter II:The Animated Series,7.07,"Action, Adventure, Drama, Mystery, Shounen",TV,29,22065,Spring 1995
9999,One Piece 3D: Mugiwara Chase,7.07,"Action, Adventure, Comedy, Fantasy, Shounen",Movie,1,41811,
9959,Raiyantsuuri no Uta,7.07,"Drama, Historical",Movie,1,1231,
1179,Shingu:Secret of the Stellar Wars,7.07,"Sci-Fi, Adventure, Space, Supernatural, Mecha, Shounen",TV,26,5743,Spring 2001
252,Madlax,7.07,"Military, Mystery, Psychological, Supernatural, Drama, Magic, Shounen",TV,26,35303,Spring 2004
